Mass (M_sun)) 	 Radius (km) 	 Dimensionless Tidal Deformability 
0.160954237869391	19.753530448181834	3277195.150119228
0.16395357626833693	19.350829917719693	2870543.0959896366
0.1670356419102996	18.97004522285413	2516845.33034075
0.17020970886930414	18.608887556790737	2208103.6562172784
0.17348948320207094	18.265169810325173	1937525.738917275
0.17688673518255088	17.937319946033263	1699810.2853864806
0.18041180037738633	17.62411126559761	1490752.0528624265
0.18407398015704732	17.32480654271033	1306696.8281962252
0.18788178532872818	17.038590287001462	1144694.9798996702
0.19184327376330662	16.764931188187486	1002154.1869333251
0.19596603137385524	16.50346731700479	876733.6576555413
0.20025721453830167	16.253650015999423	766521.2440819537
0.2047238632046278	16.015129185425284	669731.8493838706
0.20937260181703776	15.787647157708392	584846.1092730799
0.2142100132464377	15.570792647919097	510457.9867438083
0.21924241533265112	15.36418661595252	445309.768059839
0.22447600828637032	15.167672005981878	388336.62430667947
0.2299169016913439	14.980817674593318	338554.39580835006
0.2355709943985702	14.80344100077667	295073.08995105344
0.24144421833058327	14.635154610818748	257123.33037832784
0.24754224118288223	14.475691443064788	224060.14990000238
0.25387082928971777	14.32474569753045	195231.84125202362
0.26043546577518345	14.182103518044805	170136.1308226808
0.26724174442443926	14.047370535201523	148298.40860997434
0.27429500735512774	13.920239720850292	129293.29223325191
0.28160063993360857	13.800659188163406	112756.93447434802
0.28916389817244914	13.688083556806584	98372.89514568263
0.29698991603816116	13.582373946598137	85866.99127930684
0.30508385495057877	13.483290082205423	74992.94401580434
0.3134506283667842	13.390435964180957	65534.62031533864
0.3220951929963735	13.303698242911391	57304.85351464097
0.3310223587799414	13.222732697384926	50143.513779089764
0.34023676386345614	13.147384594816696	43912.547253886005
0.349743043037371	13.07734500439141	38485.69457210361
0.3595456525593045	13.012420436531837	33758.1263159186
0.3696488712242074	12.952368033844046	29637.413347870828
0.3800569205511997	12.89702489353201	26043.617239538144
0.39077385891309846	12.846097898125999	22907.513661157107
0.4018035221060941	12.799428216019278	20169.03405757927
0.4131496125945553	12.756848141739816	17774.81208209941
0.42481566703350254	12.71814315488056	15681.305049608172
0.4368050184615074	12.683150888301647	13848.188872050157
0.4491207888425902	12.651666819606284	12242.260272610722
0.4617658610435543	12.623489077786031	10834.609562234407
0.47474290078778203	12.59856076986663	9598.47744217681
0.48805433535068604	12.576599930784116	8512.901819435565
0.5017023325825158	12.557563940426656	7558.058876663279
0.5156887870166961	12.541231297623607	6717.642460992553
0.5300153092033396	12.52748255188746	5976.994544866907
0.544683211561309	12.51626417272276	5323.626780267786
0.5596934971305877	12.507256629150028	4747.057959468122
0.5750468444518593	12.500490473787144	4237.45582036683
0.5907435969457668	12.495797603656811	3786.418565298002
0.6067837461866737	12.493058295095793	3386.9303730620063
