Mass (M_sun)) 	 Radius (km) 
0.16864456307443476	19.72675509341439
0.17184512478444328	19.345708404071864
0.17513280066438883	18.98530345692194
0.17850909949419885	18.643690587585567
0.18197554816601622	18.32040056075913
0.18553370612947792	18.013320748204343
0.1891857719562159	17.721216669251504
0.19294296410024375	17.44431143214741
0.19682303864778533	17.178645052828262
0.20084107748740526	16.924731538699938
0.20500992247712144	16.681372803264008
0.20934093243171228	16.448491430323298
0.21384460988316223	16.22520490944409
0.21853045155507225	16.010257807757426
0.22340761875940623	15.805141258166609
0.22848461730585293	15.608252649806357
0.23376978415204605	15.42036747467846
0.23927095125183348	15.240292640218936
0.24499594591858617	15.06935418872529
0.25095211163280046	14.906208504843146
0.2571468916143736	14.750443973250482
0.26358731684051445	14.603222448846694
0.27028044328014733	14.463213504741532
0.27723314459484844	14.330309925607914
0.2844520841006749	14.204621117600954
0.2919440134718508	14.08630160831311
0.29971531364034376	13.974300911534305
0.30777251309483095	13.869291280171572
0.3161218250586371	13.770329005906126
0.32476947152084995	13.678282232342301
0.3337215467222556	13.59124170153749
0.3429839488841564	13.511229847943001
0.35256261300607655	13.435614693636563
0.36246314048387335	13.365710952942276
0.37269123170441437	13.300614708051118
0.38325219846025715	13.241353523710107
0.39415144663912355	13.186462887355727
0.4053939819337607	13.135525322524725
0.41698485128882584	13.089561637396999
0.4289287430447774	13.048408222926001
0.44123024916939996	13.010688069597997
0.45389375379646907	12.977213223473115
0.4669233004494832	12.946179581913965
0.48032287703375726	12.919664775087622
0.494096031497271	12.896679679630024
0.5082461407806907	12.876695755773166
0.5227763394295016	12.85965406933375
0.5376893271664779	12.846240928941993
0.5529875693292311	12.834500951122875
0.5686732235597166	12.826259588741472
0.5847480609419724	12.820222196542844
0.6012134386510798	12.815729331697538
0.6180703939139802	12.814376150104271
0.6353195620911007	12.814537691548985
0.6529611570975664	12.817526741823476
0.6709949571287852	12.821396290811071
0.6894202895795704	12.828131599696496
0.7082360221701515	12.835612985911983
0.7274405637994721	12.845506579543185
0.7470318346064427	12.856419480469736
0.767007257595384	12.868258066234633
0.7873637456968654	12.88221166558726
0.8080976910931216	12.896659561390356
0.8292049570588635	12.912268465397645
0.8506808719724044	12.929246487233813
0.8725202307820238	12.9466618837525
0.89471726936209	12.965453121740788
