Mass (M_sun)) 	 Radius (km) 	 Dimensionless Tidal Deformability 
0.08713717644368107	19.318292371882983	3217980495.9448147
0.08870130353434667	17.986674670349615	1818904257.8089066
0.09048177487555868	16.79562761201092	1039916116.088395
0.09244236373569469	15.73118614177917	602033497.5121995
0.09467363640970752	14.785741051224518	352596070.66714007
0.09717173803381426	13.949239366719764	209348442.26656142
0.09984274255054165	13.202303098017275	126020711.51699571
0.10273507343940627	12.537758816565946	76957937.69547765
0.10591318264606964	11.952572320655678	47688764.41696942
0.10927981063216279	11.427967432838052	29952895.15427275
0.11288283382352271	10.960896371988504	19088110.527397513
0.11671752446098681	10.543879891679838	12331158.420920296
0.12078170075069951	10.17035218390594	8067449.666171622
0.12510146863830132	9.837737206517703	5353143.878846279
0.12971562114418153	9.545359135239174	3600812.5214973707
0.13454235448850255	9.279693213174063	2452035.368528122
0.13962324450750496	9.04141635032675	1688115.0592931563
0.14496639778854636	8.827881972696623	1176456.2222226053
0.15058139409996632	8.636958156915263	829011.1924391357
0.15643585173125676	8.462260379120654	589776.0429734242
0.16266920627480733	8.315824816227867	426595.06526181946
0.16911137554681135	8.177478735261891	310525.9738490498
0.17587759474665263	8.056907742971983	228745.8415677249
0.18290973668526161	7.946268383491528	169599.0536788839
0.190275788543851	7.850435705865511	127366.13223606965
0.19794212577670534	7.764363133420735	96460.5876467061
0.20592309446005855	7.687841209970449	73654.34828827374
0.21422447135628397	7.619956968644041	56748.63192951604
0.22287890975472704	7.562435557665549	44170.76500207245
0.23183851618317808	7.509395267297894	34633.8392747953
0.24118616943531165	7.467380464754267	27375.489585808915
0.250841926984997	7.427800229244252	21775.898188142306
0.26087962718342317	7.396385640144904	17477.39599427311
0.2712958844303331	7.371827850473482	14149.247163440597
0.2820378449555072	7.3482845372110726	11492.550184126078
0.2932008423613303	7.333541943052741	9425.448185812425
0.3046971918819063	7.319047177546862	7764.310289163354
0.3166235208420983	7.312324950015003	6437.74342881901
0.3289239981797711	7.3079676685104795	5367.577749551266
0.3416180088024732	7.3069373699578515	4501.594759475015
0.3546919056354447	7.30752584591352	3790.6838519468674
0.3682046222042307	7.314222211470194	3210.702499692632
0.382106004511204	7.322269200634529	2729.3733546214376
0.39641108393703045	7.332525377010578	2332.416668099209
0.4111098175751518	7.343915234448155	1998.3230571773884
0.42623407386348994	7.358735700193851	1720.2971027995688
0.4418000077355311	7.378154827311725	1486.9635694777842
0.4577451121806335	7.396762540864381	1288.6064711385736
0.47408893668645574	7.416153635430835	1120.4297992585514
0.4908554818189204	7.4383264851684565	977.0432846310804
0.5080349962012793	7.462470839883202	854.1565062904051
0.5256275354131784	7.488772099910754	749.4011917012023
0.5436063850538103	7.5151669808784005	659.0264382081459
0.5619902347251713	7.543436566368631	580.6444968640934
0.5807532228632895	7.571878427014556	512.6949187817003
0.5999056712208664	7.601726030658187	453.84344536905263
0.6194153963797844	7.630710035866464	402.34248789438493
0.6393240039672912	7.663175752519178	357.71317725095156
0.659569154444802	7.694217927490508	318.50734648706646
0.6801911449491729	7.728177189303643	284.13041121954836
0.7011263826279601	7.760331333188251	253.82814409346437
0.7224112024943432	7.794796792242081	227.2815079067776
0.7439834503498183	7.827214186950247	203.7245596757435
0.7658756328485407	7.861415526968778	182.89329177546833
0.7880724950869324	7.897219832673362	164.54546075942835
0.8105081992962397	7.93030574500707	148.21329649868824
0.8332154271098545	7.9649283408090685	133.70453769670743
0.8561617751854053	7.999739279773419	120.77331163257232
0.8793388639161263	8.035590789953005	109.2666196185882
0.9026967755025553	8.069724277376464	99.01081398406588
0.9262388884213644	8.10424210861953	89.78346658689888
0.9499269719238654	8.137324068766647	81.52658413227537
0.9737501582275716	8.16997665236096	74.17111690886853
0.9977134340677041	8.204630734499275	67.55224768696141
1.02176001559688	8.238034263988878	61.60602184975351
1.0458585599098245	8.269373654992867	56.23007230082363
1.0700236577003432	8.302019551592222	51.43270057069247
1.0942016912975736	8.333179589965445	47.07799488428088
1.1183719128757603	8.363004210231852	43.13896889925311
1.1425405812620129	8.39436549592509	39.58512577708192
1.1666509392738225	8.423991276517201	36.36975632729706
1.1906872604927674	8.452731106205665	33.45531202212461
1.2146308811903257	8.480823870233667	30.81579757889627
1.238455085255272	8.50806784683238	28.41768724867424
1.2621388867982026	8.534586601594688	26.23039677845597
1.2856445290267695	8.558999526794494	24.238584561808214
1.3089791399066755	8.584098913425342	22.434319211150555
1.3321074473377075	8.608634110403631	20.781302282177023
1.3549939587561024	8.631136194429384	19.278775059509766
1.377636362105226	8.653519434648498	17.90133923689547
1.4000042254798883	8.674755220358163	16.63740014254062
1.422076726783487	8.694697839694376	15.482481138349483
1.443835413674319	8.713489933763237	14.425290408189456
1.465270679461202	8.73183902304382	13.457801145173073
1.486346815587805	8.747971729269427	12.562246692219562
1.5070778831453526	8.76527772277094	11.740580464765294
1.5274144265632512	8.779975662501403	10.988152201287939
1.5473501246320138	8.79301134846085	10.293047267286765
1.5668916108564666	8.806794884620922	9.650643015812834
1.5859997694399708	8.818327851353462	9.058889297859656
1.604675169550389	8.829118345109757	8.513569325873751
1.6228968321777064	8.838015416695418	8.006178059538513
1.640664902447166	8.846335724820815	7.536923569584836
1.657981235030929	8.855433656745861	7.103487593031903
1.6748075218812917	8.861694119565351	6.704485204731139
1.691151550650077	8.866861190667159	6.3312927159173364
1.7070092384515994	8.871579588378744	5.9847076132085775
1.7223686211854496	8.87483053217206	5.663392428627969
1.7372285187548568	8.877137927092418	5.363534481376199
1.7515847075382533	8.878520860652001	5.085160894027765
1.7654351514264333	8.879051061770728	4.824826992551844
1.778774967375318	8.878545572936613	4.582486537515171
1.79159566231125	8.875748996174524	4.3557234931570745
1.8039146771220518	8.873401017079843	4.146445218930732
1.8157190781642467	8.869654216871245	3.9478167264335053
1.8270204773343832	8.866043353532376	3.7634807940161044
1.8378107355839577	8.861172534612368	3.590681190571109
1.8480847425724074	8.853937493069605	3.4283997941664097
1.8578596900234794	8.846481581869078	3.275787353646057
1.8671403456486597	8.838974019570573	3.1334411169262046
1.8759186982634726	8.829714651571152	2.9996560502827485
