Mass (M_sun)) 	 Radius (km) 
0.15245981210773302	19.88048734981701
0.1552162557658365	19.450490813166013
0.15803397983646386	19.046504680428196
0.16090910972478917	18.66571849197398
0.16383753259063852	18.308156155689442
0.16681490802639198	17.970685630930898
0.16983668596199802	17.65303681502602
0.1728981182912107	17.354077736620063
0.17599427288903663	17.072459100524178
0.17912004343999158	16.80718420479455
0.18227016668318996	16.55629777857999
0.18543922873240815	16.3192450800046
0.18862168246889668	16.09524846101388
0.19181185644444176	15.883305455922052
0.19500396901441605	15.682407100250707
0.19819213785509474	15.492582851506857
0.20137039737861756	15.31239264529135
0.20453270469410462	15.141272908911885
0.20767295833663468	14.978549952790855
0.21078500547789342	14.824270451218894
0.21386265675377097	14.676519005720463
0.21689969829690406	14.536600203521523
0.21988990268349276	14.402260600584095
0.2228270406176542	14.27442045635593
0.22570489405618777	14.152251703124463
0.22851726245783396	14.035409914404582
0.23125797928949082	13.92348598529913
0.23392091649199143	13.816216425375462
0.23649999680565068	13.71336304162064
0.2389892014346422	13.614607893989843
0.24138257460037288	13.520234928903752
0.2436742364308364	13.429202947662223
0.2458583805765974	13.341320877792414
0.2479292869136006	13.257300368100264
0.24988131732945326	13.176304413351819
0.25170892246609583	13.098323025513803
0.2534066409913708	13.024213507147463
0.25496909720496036	12.952295720313671
0.25639101435432227	12.883298183559367
0.25773433816719243	12.815293405198922
0.2591372845748893	12.743359690302286
0.2606508643972496	12.666591670787975
0.2623066109717091	12.58625531988374
0.26412959183263074	12.501357964585877
0.2661416406912485	12.412283856821007
0.26836261608090245	12.319734390547032
0.2708110367226028	12.224277775062628
0.2735044086391468	12.125703386544883
0.27645936304227	12.025296078828848
0.27969185391378315	11.922525739836534
0.28321713041049923	11.819182624448702
0.2870498152898496	11.71423460872632
0.29120392695558023	11.609622707711335
0.2956928655273585	11.505401271623821
0.3005294493422956	11.401294947576545
0.30572593138890586	11.300228099478959
0.3112939580633939	11.199455373320747
0.31724469349524176	11.101213711166173
0.323588676866829	11.005318790002448
0.33033603350972685	10.912660983746607
0.33749629462108244	10.824211016715568
0.34507859637483124	10.737568781176666
0.3530915744967397	10.65621941664444
0.36154342869825035	10.577515245877885
0.3704419903864932	10.503316281883842
0.37979460442942964	10.433291392924405
0.3896083377977716	10.367310361207837
0.3998897547587399	10.305680108786722
0.41064517510849274	10.247716957788823
0.421880423336801	10.194547313539388
0.4336010777703505	10.145499087281447
0.4458122172342877	10.100573877634922
0.4585186619748795	10.059590790387528
0.4717247153822021	10.022629865648131
0.48543439549582773	9.989577678408775
0.49965116896170336	9.960563706073845
0.5143781776184516	9.935226913517276
0.5296179942987709	9.912466102212715
0.5453727593661192	9.893345149351726
0.5616441022867252	9.878224439575106
0.5784330380588784	9.865230112218422
0.5957400962652306	9.855578651096124
0.6135651662100629	9.849237604679185
0.6319074782304466	9.844669695847037
0.650765668373051	9.843196284053226
0.6701376668855038	9.843604636113927
0.6900206500911757	9.847227736624747
0.7104111013783245	9.852719717571459
0.7313047449941772	9.859717843857132
0.7526965103483948	9.86956739722323
0.774580505707136	9.880508140480236
0.7969500199944017	9.893731463237751
0.8197975179747251	9.908265576834422
0.8431145988905747	9.924409929146044
0.8668920027796083	9.941714597207486
0.8911195878371823	9.960707783181126
0.9157863377281411	9.980605318336798
0.940879348633878	10.00165274508116
0.9663807215042839	10.023651787760057
0.992270289997734	10.046551145052153
1.0185268528437403	10.070258762268415
1.04512822304424	10.09462912998893
1.0720512470245982	10.11960651278243
1.0992718620625364	10.144655048860654
1.1267651329997534	10.170528357810412
1.1545053168084896	10.197151656072705
1.1824659136875433	10.223594455395972
1.2106197411551165	10.250225579477771
1.2389389955970944	10.276421383219411
1.2673953336424204	10.30344016730643
1.2959599432945612	10.33015783482898
1.3246036252082458	10.35632914806262
1.353296877009218	10.382421698043945
1.3820099775406025	10.408537557428238
1.4107130727975166	10.434188001570547
1.439376263240714	10.459244354939269
1.4679696902395283	10.4842297430744
1.496463622172148	10.508275412444274
1.5248285525499874	10.531296722967793
1.5530352601794382	10.554140163068528
1.5810549207507323	10.576303821684231
1.608859169136153	10.598211729377256
1.6364201869707116	10.6182799047792
1.6637107750582167	10.63766220553783
1.690704418739646	10.657199780854686
1.7173753682709025	10.675244809008845
1.7436986919649555	10.692310342541305
1.7696503368679954	10.708634868728373
1.7952071868454482	10.723468779187314
1.820347105185564	10.738243784909047
1.8450489836370598	10.751310032533135
1.8692927780039839	10.763665914003907
1.8930595385790219	10.77427088031139
1.9163314448311977	10.785257503113481
1.9390918215154065	10.794247740916465
1.961325160671149	10.802306415469891
1.983017131350157	10.80922081421264
2.004154579938695	10.814478267656204
2.0247255495734797	10.81928273678395
2.0447192600809956	10.82271448321538
2.0641261116942116	10.82530267042029
2.0829376675287627	10.82635225313982
2.101146645097783	10.82721718299032
2.1187468932297184	10.826299599330081
2.1357333722623073	10.824350620039395
2.152102122767369	10.821346714801114
2.1678502554831303	10.817296004508426
2.182975894152356	10.812235491375642
2.1974781675051607	10.805479870507162
2.2113571604466338	10.798314222727974
2.2246138828005915	10.790263466009371
2.2372501865246313	10.780625882854354
2.2492658712828404	10.771202458656314
2.260656185546146	10.759492315307323
2.27141588525539	10.747426660162724
2.2815400888774446	10.734387770633836
2.2910244328813305	10.720413030175827
2.2998651339960867	10.705470894651011
2.3080590141292814	10.689653382616173
2.315603491115871	10.6732860340341
2.322496556674545	10.65543984016053
2.32873674005786	10.637284871992192
2.3343230717986785	10.61767745580614
2.3392550173267774	10.597525748969813
2.343532434587029	10.577203982775087
