Mass (M_sun)) 	 Radius (km) 	 Dimensionless Tidal Deformability 
0.20041931836622714	16.951207078394347	6413177.690297019
0.2532164735074954	14.847309492039631	2030075.4816118686
0.33230094851279507	13.604670218337533	580923.2023098366
0.4452078622004553	12.999468180598171	159234.7998627163
0.5977385485246961	12.816420219591064	43780.156114599406
0.7928154810301639	12.885848717093356	12429.648324889558
1.0286632303858414	13.083160348570802	3715.0245445442692
1.297352628269133	13.317792914369385	1184.921066671776
1.584690322607149	13.524433914522696	407.2041132319793
1.872002064130615	13.658955594399675	151.85612332629174
2.139503537082389	13.696147356581669	61.7548429935386
2.370122057632958	13.62743240355445	27.433200126843825
2.5523995405533895	13.457962000093152	13.314206463071349
2.681166180391453	13.202355480638463	7.063973548875288
2.7457721179543273	12.877823581435226	4.240949104557165
2.7119995131387986	12.534608377868537	3.3950033737438106
