Mass (M_sun)) 	 Radius (km) 	 Dimensionless Tidal Deformability 
1.8319997106838979	12.076689951201194	17.145535358058492
1.846411716636944	12.054874658588995	16.236988105670324
1.8605154298709912	12.032446337051338	15.384710115530796
1.8743033947413938	12.009409210986801	14.586033045229728
1.8877686990874591	11.985765553217947	13.836925495959319
1.9009049779319627	11.961528419893341	13.133606178850796
1.9137064123190322	11.936679918880769	12.473683894014476
1.9261677244981976	11.91128045202987	11.853498643281268
1.938284175159225	11.88527543418881	11.270726449152141
1.9500515517302883	11.85871235109903	10.722399316175538
1.9601465084872405	11.833966719462708	10.260955122341151
1.9620315629192748	11.815830953767254	10.084617915037567
1.9627169181485575	11.792418490142293	9.911845637361639
1.9627299410601224	11.765410999581611	9.73485595615738
1.962280357471262	11.735419084456312	9.553492098056264
1.9614984324919431	11.702905293664923	9.367556926418404
1.9604881792472326	11.668177057082373	9.176635839584664
1.9593170353888665	11.63151126776494	8.980954790681404
1.9580150936617913	11.593076265875927	8.78191504268124
1.956636599197352	11.553076030935369	8.57875427788312
1.9552374069386158	11.511708212230024	8.372466326102902
1.9538029976577478	11.469128222116899	8.163333171660001
1.9523659175666648	11.425365963187197	7.952679057371206
1.9509353760716346	11.380632648459708	7.74084478801434
1.9494977784715248	11.334959342155942	7.529167224746689
1.9481268536597087	11.288522543423227	7.316833487114397
1.9468419704045818	11.24146948429429	7.104601561223743
1.9455672218631257	11.193720864502763	6.894575792271201
1.944344136276445	11.145553786164177	6.685497721935373
1.9431888369523622	11.096939119647889	6.47877096417621
1.9420466103364502	11.04786942565683	6.274992512540732
1.9409844635294256	10.998557756745488	6.074459383202445
1.9399083949202673	10.948903515589764	5.8779121029077634
1.938879156134322	10.899076644511307	5.685135820530203
1.9379207219645826	10.849171954681806	5.496132406678901
1.937052827415626	10.799392024841822	5.310484643355512
1.9360722986819439	10.749120169623657	5.131701696076846
1.9352500922507387	10.69923759078606	4.956089927995825
1.9343356569516703	10.649166567909079	4.786240679073615
1.9334200092609177	10.599199122308338	4.621507236340794
1.9325748153907254	10.549559640458003	4.461538041259048
1.9316771963627173	10.499997615429601	4.307221448767534
