Mass (M_sun)) 	 Radius (km) 
0.14188023835015312	19.624748669067408
0.144761723177762	19.1137583320363
0.14778106794600365	18.632181217408593
0.15094290360721044	18.176764853315458
0.154251741733792	17.7483782175628
0.15771200475025623	17.343690861844888
0.16132811975859246	16.963320978454306
0.1651043597068561	16.604053155531755
0.16904506279313145	16.267234903833504
0.17315443140937445	15.949318381307796
0.17743668979648353	15.650408891676639
0.18189603925231948	15.369619866404813
0.1865365880813624	15.106285066278776
0.1913625178178993	14.85860108480735
0.1963779063170489	14.626263934548392
0.20158684530117776	14.40758882904508
0.20699344355511207	14.203214297448488
0.2126017147153889	14.011229542069165
0.2184157043816141	13.831266692137124
0.22443945418599	13.66249368254417
0.2306769261309032	13.505222853014576
0.23713208156010135	13.357356342604737
0.24380887195357234	13.219536406161117
0.25071120643166933	13.09051059991247
0.2578429230666216	12.970555739726446
0.26520783971674283	12.859358648083196
0.27280972931733555	12.754299715901267
0.2806523047862373	12.6582089019883
0.28873921184604145	12.567712422038374
0.29707402545343553	12.484298513791268
0.30566023452753144	12.406634226528313
0.31450124492074955	12.335219152009595
0.3236003707484255	12.26923841901095
0.3329608179193597	12.208299702078328
0.34258568017500113	12.152219914476758
0.3524779261279237	12.100293351770993
0.3626403890122257	12.053189849773762
0.37307576108366736	12.010389087413106
0.38378658390944176	11.971364808661603
0.3947752348848819	11.93561113694499
0.4060439117018796	11.903699135109132
0.41759462606900305	11.876237584100263
0.4294291884864764	11.850361125209577
0.4415492170880328	11.827642427301134
0.4539561230544152	11.808303673461294
0.4666510583142593	11.791276547928854
0.4796349447916472	11.776622865996366
0.49290849436727413	11.764315199722036
0.5064720958459044	11.753726716175121
0.5203259352286048	11.74568078102144
0.5344698646526254	11.739681747822258
0.5489034951991614	11.736280190281265
0.5636260963522421	11.732679617873963
0.5786366833425337	11.73163904104633
0.5939339021637309	11.732552317274891
0.6095161182862083	11.73439568873576
0.6253813648083452	11.737475506846023
0.641527312402984	11.741296545550869
0.6579513081645189	11.74668089760309
0.6746503549794339	11.753467691403763
0.6916210973090866	11.76124511776707
0.7088598232796421	11.768602371912566
0.7263624573780352	11.777698246049825
0.7441245629298464	11.787461041174488
0.7621413369275389	11.797707886168826
0.7804076096725232	11.808258817667372
0.7989178424225598	11.820251593785128
0.8176661284609757	11.831477721432599
0.8366461908508585	11.843574758049053
0.8558514003082068	11.85623988913212
0.8752747629595149	11.868587463063873
0.8949089115900216	11.881433275130636
0.9147461517498867	11.894387401461781
0.9347784205338014	11.907471281743906
0.9549973297085224	11.920566601070176
0.9753941460041252	11.933686011922067
0.9959598301625139	11.94721923265899
1.016685004120938	11.959720640157885
1.0375600037048593	11.972517157632259
1.0585748693717214	11.985165360626912
1.0797193576612927	11.997593658979527
1.1009829554436008	12.009308655465151
1.122354895298286	12.021438373750117
1.1438241722745472	12.033222845609586
1.1653795564605642	12.044280036878133
1.1870096094342364	12.055221908198545
1.2087027005402164	12.065240243254015
1.2304470219993524	12.075223568236702
1.252230604134706	12.084730439231347
1.2740413517470033	12.09415261246512
1.2958670361836278	12.102467441858284
1.3176953334533827	12.110324454939239
1.3395138332738137	12.117699475157067
1.361310072069957	12.12431597497655
1.383071530457653	12.130492840841026
1.4047856764857873	12.136293243786138
1.4264399756165649	12.141251563499072
1.4480219081470613	12.145245481551303
1.4695189944259588	12.148386189620721
1.4909188125498667	12.150719810508381
1.5122090208084447	12.153224586454172
1.5333773747092545	12.154593266962026
1.5544117467327763	12.155211555119136
1.575300147239169	12.154667362323456
1.596030745322155	12.154211477986035
1.616591879338573	12.152513126848342
1.6369720857149643	12.15018546391348
1.6571601040337738	12.147198653951992
1.6771449057836267	12.143150944268081
1.696915703314488	12.138242720607384
1.716461965924488	12.132292353302631
1.735773435662418	12.126304135583922
1.7548401432116132	12.119281173116795
1.7736524181294187	12.111435616424657
1.792200901436954	12.103249993381553
1.8104765630226056	12.09327253798387
1.8284706997835813	12.08324611234536
1.8461749597544108	12.072257558763368
1.8635813441854057	12.060307432632232
1.8806822118826239	12.048239651333477
1.897470294171667	12.03438220128223
1.913938697330598	12.020276233369513
1.9300809080293813	12.005548951769518
1.9458907951948885	11.990379302755874
1.961362621862026	11.97367770050983
1.976491038531172	11.956631825007893
1.9912710890770222	11.939281745361617
2.005698213241808	11.92029334410306
2.019768244663249	11.90121195341213
2.033477408291128	11.881284512440091
2.0468223244981822	11.861252597964702
2.059800000075698	11.83953928896732
2.0724078316279626	11.81816519375944
2.0846435970422057	11.795246931561097
2.0965054527317233	11.772223387631701
2.1079919303980916	11.748280122769913
2.1191019291244424	11.724265896664582
2.129834707045939	11.69924685545882
2.140189223654593	11.673353176067216
2.150159586549502	11.647299605293258
2.1597371666834277	11.62047914935735
2.1689133997565326	11.593547656274895
2.1776801836549255	11.566302191831483
2.1860300614272736	11.53767723004549
2.1939563265804027	11.50926297902124
2.201453082599301	11.48031703160009
2.208515283537227	11.450281681020286
2.2151387473578237	11.420315929770812
2.2213201661945368	11.389703666648268
2.2270570982213376	11.359128587353275
2.2323479599415044	11.327299242963482
2.237192003940308	11.295374738133608
2.241589302559272	11.263282543147191
2.2455407159977443	11.230703636773192
2.2490478689243933	11.198172883064323
2.2521131170633475	11.164282417914858
2.254739514336843	11.130619608134802
2.2569307837318346	11.096547579829995
2.2586912758091886	11.062259651242769
2.260025940616954	11.02745377415249
2.2609402888614967	10.992546097352301
2.261440358255951	10.957314727905539
